"loan_amount","annual_income","debt_to_income","term","interest_rate"
23000,85000,7.9,60,9.92
3025,64655,14.2,36,19.42
25000,75000,15.6,36,14.08
25000,32000,19.4,60,20
5000,60000,11,36,9.93
20000,1e+05,16.5,36,7.35
35000,103000,17.4,36,18.06
15000,56000,17.6,60,14.08
6000,52000,28.2,36,13.59
40000,140000,15,36,5.31
10000,24000,17.6,36,10.41
40000,116365,12.6,60,9.44
18000,45000,17.9,60,13.58
6500,16848,29.7,36,23.88
6000,25000,8.7,36,13.59
12000,56912,17.4,36,6.71
13000,135000,4.2,60,12.62
10000,54000,20.5,36,9.44
35000,115000,22.8,36,15.05
8000,60000,5.6,36,9.93
20000,42780,21.6,60,18.06
30000,110000,17.8,36,16.01
5000,39000,5.2,36,11.99
5000,49000,11.7,36,9.43
21000,63000,13.1,36,11.99
2500,35000,1.3,36,5.32
25000,80000,12.8,60,12.62
3600,75000,25.8,36,15.05
10000,70000,13.6,36,15.05
6500,60000,8.3,36,10.42
10000,75000,3.1,36,6.72
8000,42000,2,36,7.35
3500,55000,3.9,36,20.39
32000,60000,29.4,36,6.08
30000,84000,15.2,36,9.93
16000,122000,6.4,36,11.98
8400,27000,17.6,36,20.39
6000,51000,22.5,36,13.58
10000,22114,11.1,36,5.31
10000,53000,19.9,36,16.02
16000,55000,11.5,60,18.06
22000,69000,22.4,60,19.03
10000,50000,31.4,60,16.02
10000,75341,8.4,36,9.93
35000,117000,10,60,13.59
23000,27000,33.2,60,15.05
7200,65000,18.8,36,23.87
14000,88932,17.4,60,9.93
19525,67000,30.5,60,20
7800,50000,6.5,36,5.32
28600,36000,21,60,26.77
2500,18000,19.3,36,7.34
30000,76000,9.5,36,15.05
10400,50000,14.1,36,10.9
7000,58000,24.8,36,9.93
7000,121000,29.6,36,7.35
8000,87500,20.9,36,13.58
7200,46000,9.9,36,14.07
40000,64000,3,60,11.99
34000,70480,37.1,60,12.61
12000,41000,28.6,36,11.98
4625,13920,28.8,36,9.92
10000,57500,11.2,36,10.91
14000,45000,24.2,60,14.07
1800,55000,18.1,36,7.35
5000,65000,16.9,36,9.92
1500,41000,18.4,36,13.58
22000,75000,10.2,36,6.71
1625,55000,8.8,36,7.34
8000,150000,3.1,36,5.32
5000,25000,31.4,36,18.45
40000,80000,47.3,60,19.42
30000,83800,13.9,60,10.42
15000,102500,3.5,36,6.71
20000,106000,10,36,6.08
13000,110000,19.3,36,9.92
8000,55000,32.6,36,25.82
15000,14500,8.4,60,24.84
12700,73500,13.4,36,9.93
36000,95000,1.1,36,7.97
40000,33999,1.4,60,9.44
15500,85000,20.3,60,17.47
25000,85000,11.1,36,7.34
32000,185000,35.7,36,13.59
12000,46500,41.7,60,19.03
23400,57000,15.5,36,14.08
6000,62000,26.8,36,12.62
3000,70000,15.1,36,14.08
21000,75000,19.3,36,16.02
28000,163000,6.5,36,7.35
12000,46000,28.2,36,6.72
13800,62500,30.4,60,24.85
9000,30000,24.1,36,10.91
4000,63000,10,36,18.45
18000,62000,24,36,14.08
10000,75000,19.3,36,11.99
32000,65000,27,60,12.62
36000,60000,11.8,60,14.07
10000,65000,13.4,36,7.35
20000,50000,35.8,36,7.97
12000,50000,12.6,36,5.31
35000,134666,18.2,60,19.03
25000,115000,18.1,60,14.08
10000,30000,5.5,36,16.02
25000,70000,48.2,36,13.59
10000,187000,34.9,36,11.98
13000,1e+05,7.5,36,10.41
13000,85000,28.7,36,13.58
15000,67400,13.8,60,9.92
8550,120000,30.8,36,15.05
20000,65000,6.2,60,11.99
30000,92000,5.9,60,28.72
25000,80000,20.5,36,11.99
12500,92000,18.8,60,24.85
12000,71400,2.3,36,7.35
3200,18000,12.1,36,15.05
15100,30000,45.8,60,12.62
15000,70000,14.5,60,9.44
32200,38000,46,60,14.07
7000,65000,6.4,36,9.43
18000,82000,26.4,36,17.47
12000,103170,1,36,5.31
10000,75000,1.4,36,12.62
2500,54000,26.7,36,7.35
28000,80000,20.3,36,15.04
7000,40000,20.2,36,11.98
4200,65000,29.5,36,14.07
20000,196000,11.2,36,5.32
14400,114000,30.6,36,10.91
4800,87000,13.6,36,12.62
2500,42000,17.4,36,7.35
27000,142000,15.5,60,13.59
11200,40000,31.3,36,10.91
10000,42000,38.5,60,10.42
30000,1e+05,16.7,60,15.05
40000,170000,15.5,60,10.42
5500,81000,11.1,36,10.91
22000,70000,24.8,36,5.32
10050,94000,0,60,13.58
11000,37440,10.3,36,10.9
6000,89000,6.9,36,9.44
24000,80000,35.2,60,10.91
25000,82000,8.1,36,10.41
12500,78000,26.8,60,7.97
4000,48000,21.4,36,20.39
14000,102000,28.7,36,10.9
35000,101200,17.6,36,7.97
20000,185220,12.8,36,5.31
10000,57000,4.2,36,15.05
18000,36000,23.7,60,13.59
15000,68000,24.5,36,17.47
9600,14400,8.8,36,9.92
6000,131000,12.6,36,15.05
20000,115000,15.5,36,7.35
27000,117000,10,36,9.93
4800,62400,6,36,13.59
4200,185000,13.5,36,19.03
7200,30000,5,36,20
1000,40000,6,36,9.93
5600,62400,25.7,36,6.08
10000,92000,7.5,36,7.96
24000,72000,19.4,60,9.44
15000,50000,13,60,28.72
25000,65000,14.7,60,26.3
5000,70000,7,36,13.59
5000,90000,7.2,36,6.72
11000,55000,7.2,60,11.99
10000,75000,18.1,36,19.42
35000,65000,9.4,36,11.99
12000,30000,21.2,60,25.82
13000,89000,13,60,15.04
10000,88000,25.3,60,28.72
40000,65000,4,60,16.01
15000,75000,11.2,60,12.62
20000,55000,25.1,36,17.09
7200,59000,13.2,36,6.08
25000,180000,16.6,60,7.34
17000,84500,22.6,36,6.72
22325,1e+05,35.3,36,19.03
30000,36000,9.9,60,11.99
14400,45000,22.1,60,9.92
20000,55000,25.5,60,20
12000,55000,16.6,36,10.9
14400,40000,5.7,36,6.72
20000,135000,3.5,36,12.62
10000,36000,29.2,36,6.07
35000,94000,25.3,36,14.07
8000,63360,38.6,36,18.06
7200,60000,22,36,10.42
20000,144000,8,60,12.61
5000,1e+05,13.8,36,7.97
40000,120000,8.7,60,11.99
14000,34521,16.4,36,19.03
30000,60000,19.2,60,26.3
17000,82000,21.6,60,9.93
35000,74644,19,60,21.85
10000,20000,17.2,36,12.61
30000,78000,26.1,36,14.08
6400,24000,3.8,36,6.07
28000,76000,11.3,36,12.61
7225,25000,11,36,10.91
21100,160000,14.9,36,13.58
6175,75000,21.9,36,10.9
6000,55000,18.8,36,12.61
35000,1e+05,19.7,36,7.34
5000,67000,19.1,36,7.34
10000,85000,15.4,36,6.72
6500,102000,7.9,36,6.07
12000,130000,10.8,36,5.32
13500,39000,22.2,60,9.43
15000,38000,24.6,36,15.04
14000,80000,19.9,36,10.91
11200,60000,25.5,36,10.41
12000,56000,35,36,7.96
7225,32000,13.8,36,10.9
6500,123000,14.6,36,10.42
11200,120000,24.7,60,26.77
35000,110000,18.9,60,17.09
4000,45000,12.7,36,17.47
10000,21600,25.5,36,15.05
40000,93006,9.1,36,14.07
12000,35000,19.6,36,11.98
6000,60000,5.3,36,11.98
13000,60000,14.3,60,16.02
14400,55000,18.7,60,10.9
7000,46680,4.1,36,6.72
10000,40000,7.8,60,16.02
20000,40000,16.8,36,10.41
2000,45000,28.5,36,13.59
8425,30000,31.8,36,15.05
7000,73000,23.6,36,11.99
25000,104000,2.7,60,9.92
10000,60000,8.7,36,7.97
15000,60000,15.8,36,11.99
15000,95000,28,36,7.34
4200,48750,5.3,36,19.42
18000,60825,21.4,60,12.62
6000,61000,33.3,36,7.96
27000,127563,9,60,11.99
12000,35000,14.7,36,10.42
10000,35000,25.4,36,19.42
30000,50615,14.6,60,11.98
7000,53000,26.5,36,6.07
15000,75000,26.3,36,6.72
15000,135000,9,60,7.35
30850,83000,24.7,36,13.59
15000,50000,22.2,36,15.05
40000,145000,9.4,36,5.31
6000,90000,15.6,36,9.43
2600,31500,19.1,36,9.43
10000,27000,9.4,36,9.44
3600,79000,19.3,36,20
3000,35000,14.6,36,11.98
10000,72000,26.4,60,20.39
4000,15000,19.4,36,9.93
10000,85500,19,36,12.61
3600,63000,5.6,36,7.97
20500,95000,19.9,36,9.44
35000,115000,14.9,60,14.07
6000,92400,14.5,36,10.41
13000,60000,20.8,60,13.59
25000,73000,16.1,60,14.07
3500,42000,19.4,36,7.97
25000,50000,31.1,60,19.42
30000,83000,20.3,36,9.44
13000,55000,12.5,60,11.98
25000,128000,29.6,36,7.96
5000,72000,37.8,36,15.04
4800,75000,9.6,36,9.92
3000,104000,15.5,36,12.62
15000,156000,35.2,36,18.45
20000,95000,6.7,36,9.43
15000,35000,14.6,60,21.85
14500,135000,8.8,36,7.97
12000,15200,9,36,18.06
20000,78000,25.5,36,14.08
30000,1e+05,7.4,60,18.06
10000,73364,26.2,36,17.09
6000,30000,28.8,36,9.93
12000,35000,23.9,36,11.99
16000,175000,16,60,13.58
15000,85000,11.9,60,10.9
15000,45000,22.4,36,7.97
9000,24000,2.9,36,7.35
1000,35000,21,36,10.91
25000,45000,19,36,13.59
40000,98000,10.7,36,7.34
12500,81000,3.2,36,6.72
20000,42000,3.6,60,10.91
16500,90000,14.7,60,16.02
40000,106500,11,36,10.91
1500,47028,17.6,36,6.72
10000,114000,13,60,16.01
5000,31600,12,36,10.42
16000,75000,15.1,60,9.93
35000,72000,21.2,36,14.08
10000,44775,21.7,36,12.61
10000,60000,12.3,36,14.08
20000,75000,26.3,36,10.91
10000,120000,16.2,36,14.08
10800,43000,10.5,60,24.85
21600,72000,1.4,60,7.34
15000,100800,9.9,60,12.61
30000,90000,26,36,9.93
10000,75000,23.2,36,13.59
6000,33000,4.9,36,10.41
13000,46328,36.4,36,19.03
22000,77000,18.5,60,9.44
15000,62000,19.2,36,10.9
20000,68000,27.1,36,9.92
24000,36000,1.2,60,10.9
35000,140000,14.2,36,13.59
6000,42000,20.1,36,9.92
14000,73460,32.1,36,11.99
20000,125000,28.6,36,7.34
16000,70000,23,36,21.45
4800,26000,1.2,36,9.93
15000,150000,23.2,60,9.44
20000,130000,6.8,60,18.06
8000,98000,21.3,36,10.9
18125,18000,8.5,36,13.59
8000,65000,24.9,36,6.71
30000,68000,13.8,60,24.85
19500,154000,4.4,36,6.71
10000,64992,11.7,36,5.31
21000,56000,1.6,36,6.71
9000,42000,23.3,36,11.98
10000,63235,10.3,36,6.71
15000,42000,36.1,36,14.08
13000,120000,16.3,60,12.62
35000,67000,27,36,23.87
10000,22000,10.1,36,6.71
20000,96000,6.7,60,16.02
20000,95000,22.7,60,9.93
16000,43000,0.7,36,7.96
3500,50000,32.7,36,10.42
4800,55000,13.7,36,17.09
7000,98000,17.4,36,5.32
14700,55000,16,36,10.9
3600,50000,19.6,36,7.35
8000,196000,14.6,36,5.31
5000,31000,31.2,36,19.42
1500,41000,24.7,36,17.47
11000,68000,10.7,36,7.96
8500,54500,19.6,36,15.04
7500,23040,9.9,36,12.62
8000,35000,23.1,36,10.42
12000,48000,13.3,36,7.97
18000,78000,28.4,36,10.91
4000,49000,24,36,20.39
40000,80000,11,36,5.32
6000,104000,10.5,36,10.91
10000,54000,34.1,36,12.62
30000,44000,21.2,36,21.45
4000,72000,2.3,36,14.08
5500,44268,23.8,36,6.72
16000,40000,15.2,60,16.01
3800,68000,11.6,36,7.96
2500,33000,20.6,36,7.97
11000,45000,17,36,18.45
11875,80000,16.8,36,9.93
18000,80000,28.9,60,9.93
5000,68000,33.4,36,10.42
25000,112500,11.2,36,5.31
20000,160000,23.4,36,12.62
9000,80000,13.3,36,18.45
6000,45000,27.4,36,14.07
10000,30000,7.3,36,15.05
30000,96000,16,60,17.09
6000,90000,24.2,36,7.97
4200,25000,8.8,36,10.42
4000,45000,8.8,36,9.93
10000,42000,19.6,36,5.31
16000,125000,4.4,36,6.07
5000,30000,9.6,36,11.99
18000,65000,17.7,36,7.35
40000,155000,8.6,36,5.31
12000,45000,4.1,36,9.92
10000,29000,9.3,60,25.81
14400,69000,24.1,36,5.31
30000,95000,9,60,20
11850,34000,19.8,60,9.43
4800,65000,16.3,36,9.44
10000,22800,13.3,36,12.61
12000,65000,12,60,15.05
40000,80000,12,36,6.08
6000,41000,23.5,36,9.93
35000,99000,10.5,36,6.08
15000,54000,7.8,36,6.08
14000,85000,33.9,36,13.59
3000,28800,19.2,36,17.09
13000,55000,15.8,60,9.93
10000,50000,12.4,60,18.06
25000,75000,30.8,60,9.44
35000,144000,17.5,36,12.61
9600,31000,34.4,36,9.93
12000,85000,11.2,36,15.04
20000,42000,21.9,36,13.58
10000,38000,4,36,17.47
4000,65000,36.4,36,13.59
24000,62000,19.2,60,19.42
9100,65000,4.9,36,5.32
12000,12300,45.4,36,7.34
12500,33500,18.1,36,6.07
30000,76500,13.1,60,10.9
30000,88000,30.1,60,26.77
10000,108000,12.9,60,9.93
12000,65000,15.8,36,6.72
15000,38400,26.6,36,10.91
12000,75000,12.8,36,7.96
35000,150000,12.7,36,10.91
13000,50000,5.2,36,18.06
8000,33000,10.3,36,16.02
8000,37000,15.7,36,9.44
26000,63000,29.4,36,19.03
21000,55000,15.4,36,6.71
18400,45198,44.4,60,19.03
4550,68748,11.4,36,10.91
25000,48000,33.9,60,19.03
20000,72000,1.6,60,11.99
4000,37000,17.3,36,10.91
24000,75000,2,60,9.92
24000,135000,0,60,9.92
10000,70000,5.8,36,14.07
21000,90000,36.2,60,10.42
12000,53500,26.6,60,11.99
3000,48000,5,36,12.62
15000,180000,12.2,36,6.08
15000,90000,8.8,36,5.32
16000,75000,18,60,11.99
30000,74000,18.8,36,10.9
16000,43000,11.4,60,10.42
25000,58000,13,36,6.71
25000,120000,19.5,60,15.05
25000,133000,12.8,60,12.61
12000,30000,40.8,36,10.91
7500,30000,19.3,36,14.07
8900,68000,14.5,36,7.35
28800,160000,6,36,10.91
14500,60600,49.7,60,26.77
10000,85000,17.6,36,6.71
30000,125000,17.2,36,10.41
39825,2e+05,19.1,36,7.96
16000,65000,10.1,36,10.91
12000,125000,24.6,60,19.03
8500,60000,25.1,36,6.07
12000,30000,18.9,60,14.08
11000,67000,20.7,36,16.01
18000,145000,13.5,36,10.91
2000,26000,21.6,36,11.99
5000,61000,12.3,36,6.08
35000,20000,45.8,36,20.39
13000,40000,14.3,60,11.99
24000,46128,34,60,26.77
17000,104500,12.4,60,11.99
35000,85000,25.8,60,18.45
10000,96500,2.4,36,21.45
37800,132000,1.2,60,9.43
5500,52000,2.7,36,10.41
15000,108000,16.3,36,12.61
30000,110000,13.7,60,12.62
10000,57000,9.9,36,13.58
24000,90000,12.5,60,9.43
30000,85000,18.6,36,19.03
24000,87400,13.6,36,10.91
10000,83000,16,36,9.44
11200,50000,25.4,36,18.06
4000,36000,4.3,36,7.34
29000,45000,13.6,60,17.47
32000,34000,33.9,60,12.62
7500,25000,22.5,36,9.92
30000,155000,22.5,60,7.97
30000,70000,26.6,60,14.08
15000,34000,31,60,19.03
25000,175000,6.4,60,11.99
13500,92000,31.6,36,10.41
20000,56000,24.7,36,14.08
1500,44393,18.4,36,21.45
10000,16000,41.3,36,14.08
3000,33000,16.2,36,13.59
15000,45000,24.3,36,6.72
19000,87000,20,36,6.72
18000,71000,16.7,36,5.32
30000,120000,13.4,36,12.62
12000,44000,4.3,60,14.08
15000,49500,9.5,60,21.45
2000,14400,31.3,36,16.02
25000,96000,18.7,36,21.85
10000,25000,19.4,36,11.99
30000,48712,4.5,60,28.72
28000,140000,25.8,60,9.44
15000,38666,34.6,60,18.06
1600,40000,47.1,36,21.45
19200,46000,35.6,60,11.98
21275,41641,31.9,36,19.03
15000,42000,20.9,36,10.91
8400,65000,1.8,36,6.72
15000,110000,11.2,60,7.34
5200,40000,26.6,36,6.08
7000,130000,20.1,36,6.72
20000,68000,13.7,60,10.91
40000,77000,37.6,36,14.08
10300,75000,15,60,11.99
5000,28560,10.7,36,14.07
14000,20000,32,36,13.59
18000,55000,11.9,60,12.62
4000,70000,12.3,36,14.07
16000,40000,34.9,36,7.35
8000,29500,28,36,14.08
10000,47700,7.7,36,10.9
12000,38550,23.4,60,16.01
12000,25000,40,60,12.62
30000,110000,28.3,60,26.77
12000,81000,22.1,60,17.09
14400,65500,31.7,36,13.59
36350,71000,17.4,60,12.61
15000,90000,19.9,36,6.08
21000,36000,34,36,26.3
10000,60000,12.4,60,12.62
27000,1e+05,14,36,7.96
4000,34385,23,36,14.08
12000,44865,11.2,60,15.04
30000,144000,39.9,60,25.82
16000,170000,16.1,60,9.93
18000,40000,18.1,60,13.58
3000,21000,8.1,36,16.01
12000,61000,28,36,13.59
4200,30000,37.4,36,13.58
25000,75000,8.9,36,5.32
8800,30000,23,36,10.9
6000,48000,22.8,36,9.93
11500,140000,7.9,36,6.72
37000,70000,0,60,12.61
16000,66300,29,36,12.62
18000,65000,23.1,36,9.43
7000,100100,30,36,6.07
18000,1e+05,23.7,36,9.93
6000,32000,18.2,36,16.02
35000,140000,9.7,36,13.58
5000,48000,7.1,36,7.35
40000,113500,1,36,7.35
23500,47500,42.3,60,13.59
2200,91000,4.5,36,11.99
40000,91000,22.3,36,5.32
40000,59000,41.9,36,6.07
3000,25200,6.9,36,11.98
40000,175000,22.8,36,11.98
20000,120000,25.2,36,11.99
12000,36000,3.3,36,11.99
10000,90000,25.2,36,7.97
16000,61000,5.9,60,16.02
35000,88000,11.3,36,16.01
28000,75000,30.7,36,17.09
35000,150000,7.8,36,13.59
5000,34560,6,36,10.91
1000,79800,2,36,17.09
35000,2e+05,14.4,36,9.43
15000,40000,14,60,14.07
20000,60000,25.7,60,9.93
7000,70000,12.4,36,16.01
15000,104000,18.2,36,5.32
2000,30000,35.6,36,12.62
11000,65000,15.2,36,9.44
12000,32000,8.7,60,15.04
32000,85000,2.1,60,16.02
30000,1e+05,11.5,60,17.47
25000,99000,24.3,36,6.08
24500,71000,17.7,60,9.93
20000,120000,33.2,36,14.08
9600,60000,12.8,36,11.99
10625,53000,29,36,5.31
40000,106686,20,60,16.01
24000,70400,22.1,60,13.58
30000,1e+05,28.2,60,14.07
21000,120000,23.3,36,7.35
18000,40000,16.3,60,10.42
12000,75000,6.3,60,10.42
40000,107000,9.8,60,7.35
6000,59000,18.3,36,11.99
20000,85000,10.3,36,7.34
24000,50000,22.1,60,9.93
35000,65000,44.7,60,13.58
2500,60000,23.6,36,7.35
10000,45000,31.4,60,14.07
30000,85000,27.1,36,11.99
12500,110000,12.3,36,9.44
20000,65000,28.3,60,14.08
11500,32000,39.8,60,19.03
25000,36000,12.2,60,14.07
13150,60000,12,36,6.72
4000,80000,4.6,36,5.31
40000,129000,17.2,60,9.44
9000,62000,20.8,36,6.08
20000,75000,20,60,18.45
4200,55000,22.7,36,10.9
20000,72949,6,60,14.08
24000,82500,27,60,15.05
24000,88000,12.2,36,7.35
40000,75000,28.8,36,5.31
20000,65000,20.7,60,9.93
24000,65900,39.6,60,18.06
10000,34320,33.8,36,7.97
15000,112000,8.6,36,9.93
6300,59000,25.9,36,7.35
38000,85000,18.1,60,10.91
5300,33000,22.2,36,19.03
10000,104000,2.4,36,7.35
20000,92000,17.9,36,10.42
14000,50000,18.7,36,16.02
28000,98000,21.3,60,21.45
8000,50000,17.9,36,13.58
6700,46000,24.5,36,14.08
8000,80000,20.9,36,7.34
25000,64106,33,36,16.02
15000,70000,12,36,9.44
27200,103000,14.7,60,12.62
6600,53000,21.1,36,7.35
16600,101000,27.7,36,6.07
9000,18000,31.3,36,9.93
10000,36900,22.6,60,9.43
9000,35000,12.7,36,5.31
16000,40000,21.4,36,17.09
16000,75000,11.2,60,9.93
30000,80000,18.2,60,19.03
35000,105000,17.7,60,17.47
9000,78500,17.5,36,7.34
11000,68000,16.8,60,6.72
16000,105000,22.5,36,6.72
14000,50000,12.7,36,10.91
21000,68000,23.3,60,16.02
25000,73000,15.1,36,6.72
3000,60372,13.3,36,9.93
35000,60000,19.6,60,21.45
35000,157000,5.7,60,12.61
35000,165000,31.6,60,21.45
10000,140000,3.2,36,11.99
18000,44100,10.7,36,6.08
17000,90000,10.3,60,18.45
1200,105000,12.5,36,24.85
20000,53039,8.9,36,14.08
20000,40000,15,60,15.05
40000,190000,21.2,36,9.43
15600,79584,17.1,36,6.72
8000,61000,25.6,36,6.71
20000,30000,10.5,36,9.44
3000,54000,6.3,36,9.44
32000,57000,27.8,60,10.42
2200,120000,37.7,36,30.65
5000,43000,19.7,36,9.93
10000,55000,29,36,9.43
13000,50000,16.6,36,9.44
16000,1e+05,18.4,36,11.99
24000,150000,31.7,60,21.85
30000,65000,33.8,36,13.58
6600,32000,36,36,7.35
10500,84000,4.6,36,7.97
20000,112000,20.6,36,25.82
3800,54000,12.8,36,9.43
20000,44640,0,36,14.07
18000,42000,32,36,20
40000,1e+05,7.7,36,9.43
1200,48200,27.6,36,14.08
30000,166000,14.6,36,15.05
15000,90000,4.3,60,9.92
23525,132000,16.4,60,14.08
20000,42000,20.5,60,13.58
17000,70000,28.6,60,18.06
30000,58544,21.6,36,10.42
2800,50000,22.5,36,16.02
10000,45000,15.4,60,20
12000,39000,12.9,60,12.62
25000,57000,19.1,60,9.93
10000,65000,26,36,18.45
3600,43500,23.3,36,6.08
1675,48000,10.4,36,9.43
16000,28000,29.7,36,10.42
8500,90000,32.4,36,16.02
20000,35000,39.4,36,11.98
8000,70000,13,36,19.42
30000,140000,10.4,36,10.91
20000,27000,5.1,60,21.45
40000,110100,25.7,36,7.96
19950,52680,23.5,60,30.17
26250,44668,49.8,36,12.62
40000,90000,10.3,60,11.99
18000,1e+05,18.4,36,7.97
3000,25000,24.5,36,7.34
10000,59000,13,60,12.62
5000,70000,11.6,36,6.72
15000,60000,29.7,60,15.04
9600,50000,15.3,36,6.08
16000,80000,19.8,60,11.98
5000,125000,9.7,36,12.61
13850,190000,39.1,60,21.45
2000,27000,15.4,36,10.42
12000,26000,29.7,60,14.08
11200,72000,12,36,9.44
7200,61300,26.1,36,10.41
7500,29000,24.6,36,12.62
10000,71000,3.6,36,19.03
25000,65000,20.4,60,9.44
5000,32000,6,36,10.9
25000,65000,27.7,60,24.85
13200,48000,8.9,36,9.44
1600,80000,25.7,36,10.42
20000,70000,22.9,60,14.07
40000,155000,4.4,60,9.44
3200,60000,19.8,36,12.61
15000,115000,8.7,36,6.08
18000,98000,18.4,36,6.08
10000,50400,25.1,60,16.02
10000,105000,23,36,15.04
10000,101000,8.7,36,5.31
8400,30000,30.8,36,20
19000,49000,27.5,60,20.39
9000,67000,1.6,36,9.43
15000,80000,34,36,9.93
24450,55000,12.8,60,12.62
18000,70000,15.2,60,13.59
11000,70000,18.6,36,7.35
12000,48000,34.2,60,10.9
21000,152000,12.7,60,9.93
2000,15000,7.7,36,10.91
8000,62000,11.4,36,10.9
21000,60000,5.4,60,16.02
3000,28000,12.4,36,20
20000,150000,16.8,60,24.85
20000,38000,28.5,60,28.72
18000,140000,22.1,36,6.72
10000,36000,23.6,60,14.08
5000,71000,12.3,36,9.93
20000,105000,10,60,12.62
40000,75000,18.9,36,6.72
29000,98000,27.5,60,7.35
24000,45000,25.9,60,16.02
20000,106000,20.4,36,9.93
1500,32000,29.1,36,18.06
30000,70000,24.8,36,9.93
5000,65000,38.5,36,17.09
9550,71000,9.1,36,7.35
10000,54000,5.4,36,12.62
15000,32000,37.2,36,9.93
14400,42000,32.8,36,21.85
15000,84000,18.5,36,9.44
30000,78000,23,60,10.9
20000,71000,8.4,60,20
8000,50000,32.8,36,13.59
14400,50000,30.9,60,9.93
24000,85000,12.5,36,9.93
8500,45000,22.1,36,7.96
28000,110000,20.8,36,21.45
16000,70000,24.1,60,24.85
12000,60000,22.4,60,21.45
24000,60000,19.2,60,11.99
28000,104000,33.3,36,13.58
8000,63000,27,36,19.03
28000,120000,9.9,36,7.97
13000,90000,21.1,36,7.35
5575,37000,36.2,36,22.91
8000,150000,12.6,36,9.93
27000,1e+05,37.4,36,6.71
15000,84000,13.8,36,6.07
40000,55000,23.2,60,10.42
6000,46800,32.4,36,12.61
11000,49000,28,60,16.01
12000,160000,13,36,6.07
6500,84000,10.4,36,6.08
20000,90000,21.4,60,15.05
2500,32000,22.5,36,7.96
24000,56309,6.9,60,15.04
10000,90000,18.7,36,6.08
20000,46000,33.8,60,14.08
11000,115000,22.4,36,11.99
8000,25000,16.5,36,10.9
7800,90000,17.2,36,13.58
9000,45000,1.1,36,10.91
30000,80000,20.7,36,9.93
8000,25252,35.5,36,19.03
10000,51000,10.9,36,10.41
12000,50000,10.1,36,9.43
7000,18000,30.7,36,18.06
20000,150000,19.9,36,12.62
25000,115000,15.6,60,12.62
9000,104000,13.1,36,14.08
6000,63000,15.1,36,6.71
25600,40000,21.4,60,14.08
11000,35000,23,36,11.99
30000,94000,9.3,60,21.45
3500,135000,27.1,36,16.01
12000,30000,2,36,6.71
25000,40000,18.4,36,12.61
10000,57000,8.8,60,13.58
16000,72000,13.9,60,7.35
3000,1e+05,29,36,17.47
7200,15000,25.5,36,11.98
12000,62400,16.4,36,15.05
1000,12000,10.1,36,11.98
7200,42996,4.2,36,6.72
32000,180000,7.8,60,15.05
16000,60000,27.8,60,20.39
5000,70000,16.4,36,16.02
40000,49343,28.8,36,5.32
40000,135000,12.6,60,7.35
35000,50220,36.6,36,10.42
5000,77000,13.3,36,16.02
1800,50000,6.3,36,6.07
5000,16356,16.1,36,19.03
35000,137500,9.1,36,6.71
8000,42000,35.2,36,6.72
6025,1e+05,10.4,36,18.45
38375,106300,21.7,60,16.02
5000,50000,12.8,36,9.44
4000,29982,30.9,36,22.91
6500,50000,9.2,36,6.08
5000,75000,16.5,36,9.92
30000,120000,36.2,36,12.62
20800,1e+05,22,60,12.62
9000,66872,18.1,36,21.45
1500,75000,16,36,6.08
20000,40000,35,36,17.47
28000,125000,18.2,60,11.98
15000,55000,9.9,36,15.05
6000,56000,13,36,16.02
3600,49000,23.6,36,10.91
12000,41000,13.8,36,7.97
4000,44000,27.9,36,14.07
24000,80000,6.4,60,24.85
18000,80000,22.2,60,13.58
32000,54000,10.5,36,9.93
10000,43200,24.5,36,6.08
24000,80000,11.4,36,7.35
1925,20000,2.7,36,15.04
9000,57000,5.4,36,9.44
10000,31000,26.6,60,12.61
20000,70000,25.4,60,11.98
10000,45000,22.9,36,12.61
7300,53000,8,36,6.71
24000,58000,14.1,36,20.39
19000,120000,15.8,36,9.43
9600,20000,12.4,36,22.91
21000,35000,21.1,60,16.02
28000,123000,27.8,60,10.42
20000,106000,10.3,60,20.39
10000,70000,14.3,60,12.61
12000,51000,21.6,36,15.04
15000,80000,18.9,36,6.08
12000,63000,19,60,10.91
16000,82200,23.2,36,7.34
40000,49920,17.2,36,6.72
2000,18000,37.1,36,15.05
40000,112000,2.7,36,5.32
20000,70000,8.4,60,6.72
7500,50000,23.8,36,19.03
7000,51800,35.4,36,7.97
24000,77000,39.5,60,17.09
6000,85000,10.7,36,14.08
4800,58000,17.7,36,15.04
5000,48000,42.6,36,21.45
5600,50622,6,36,9.44
21000,47000,48.2,36,9.93
21275,31200,18,60,14.08
24000,75000,16.4,36,15.05
5000,43000,15.9,36,9.44
20000,1e+05,9.4,36,5.31
18000,159000,18.5,36,10.42
3500,103960,7.5,36,6.72
18000,67000,33.3,60,17.09
10000,70000,8.6,60,14.07
24000,30000,18.8,60,13.59
35000,107000,28.9,36,15.04
10000,38000,3.3,60,11.98
24000,70000,30.6,36,9.92
25000,50000,14.1,60,15.04
30000,105000,29.3,36,17.47
20800,75000,6.8,36,6.07
20000,75000,14.8,36,11.99
4000,37447,43.1,36,14.07
30000,103000,26.8,36,6.08
1200,30000,4.3,36,13.58
13600,42000,8,60,15.04
27000,80000,20.5,60,10.42
8000,73000,18,36,7.35
20000,87000,32.1,36,13.58
9600,45000,24.9,36,7.35
10000,65000,37.2,36,7.34
30000,120000,9.4,60,10.42
