song,artist,year,decade,primary_genre,date,weeks_at_number_one,non_consecutive,rating_1,rating_2,rating_3,overall_rating,divisiveness,label,parent_label,cdr_genre,discogs_genre,artist_structure,multiple_lead_vocalists,group_named_after_non_lead_singer,posthumous,artist_place_of_origin,front_person_age,artist_male,artist_white,artist_black,songwriters,songwriters_w_o_interpolation_sample_credits,songwriter_male,songwriter_white,artist_is_a_songwriter,artist_is_only_songwriter,producers,producer_male,producer_white,artist_is_a_producer,artist_is_only_producer,songwriter_is_a_producer,time_signature,keys,simplified_key,bpm,energy,danceability,happiness,loudness_d_b,acousticness,vocally_based,bass_based,guitar_based,piano_keyboard_based,orchestral_strings,horns_winds,accordion,banjo,bongos,clarinet,cowbell,falsetto_vocal,flute_piccolo,handclaps_snaps,harmonica,human_whistling,kazoo,mandolin,pedal_lap_steel,ocarina,saxophone,sitar,trumpet,ukulele,violin,song_structure,rap_verse_in_a_non_rap_song,length_sec,instrumental,instrumental_length_sec,intro_length_sec,vocal_introduction,free_time_vocal_introduction,fade_out,live,cover,sample,interpolation,inspired_by_a_different_song,lyrical_topic,lyrical_narrative,spoken_word,explicit,foreign_language,written_for_a_play,written_for_a_film,written_for_a_t_v_show,associated_with_dance,topped_the_charts_by_multiple_artist,eurovision_entry
One More Night,Phil Collins,1985,1980,Pop,1985-03-30 00:00:00+00:00,2,0,2,3,5,3.333333333333333,2.0,Atlantic,Warner Bros.,Pop,Rock,1.0,0,0,0,United Kingdom,34.0,1,1,0.0,Phil Collins,Phil Collins,1.0,1.0,1,1,Phil Collins;Hugh Padgham,1.0,1.0,1.0,0.0,1,4/4,Ab;Bb&,Multiple Keys,136.0,44.0,53.0,34.0,-9.0,79.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,E1,0,262,0,99,15,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
We Are the World,USA for Africa,1985,1980,Pop,1985-04-13 00:00:00+00:00,4,0,7,7,9,7.666666666666667,1.3333333333333333,Columbia,CBS,Pop,Pop,0.0,1,0,0,United States,31.0,2,2,2.0,Michael Jackson;Lionel Richie,Michael Jackson;Lionel Richie,1.0,0.0,1,1,Quincy Jones;Michael Omartian,1.0,2.0,0.0,0.0,0,4/4,E;F&%,E,73.0,45.0,53.0,29.0,-15.0,19.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E1,0,382,0,31,26,0,0,0,0,0,0,0,0,Redemption;Respect,0,0,0,0,0,0,0,0,0,0
Crazy for You,Madonna,1985,1980,Pop,1985-05-11 00:00:00+00:00,1,0,7,6,8,7.0,1.3333333333333333,Geffen,Warner Bros.,Pop,Pop,1.0,0,0,0,United States,26.0,0,1,0.0,John Bettis;Jon Lind,John Bettis;Jon Lind,1.0,1.0,0,0,"John ""Jellybean"" Benitez;Madonna",2.0,2.0,1.0,0.0,0,4/4,E,E,95.0,72.0,66.0,51.0,-7.0,11.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,224,0,41,23,0,0,1,0,0,0,0,0,Lust/Sex,0,0,0,0,0,1,0,0,0,0
Don't You (Forget About Me),Simple Minds,1985,1980,Rock,1985-05-18 00:00:00+00:00,1,0,5,7,7,6.333333333333333,1.3333333333333333,A&M,A&M,Rock,Rock;Pop;Stage & Screen,0.0,0,0,0,United Kingdom,25.0,1,2,2.0,Keith Forsey;Steve Schiff,Keith Forsey;Steve Schiff,1.0,1.0,0,0,Keith Forsey;Steve Schiff,1.0,1.0,0.0,0.0,1,4/4,D,D,111.0,82.0,66.0,68.0,-7.0,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A2,0,263,0,42,19,0,0,1,0,0,0,0,0,Lust/Sex,0,0,0,0,0,1,0,0,0,0
Everything She Wants,Wham!,1985,1980,Pop,1985-05-25 00:00:00+00:00,2,0,2,2,7,3.6666666666666665,3.333333333333333,Columbia,CBS,Pop,Electronic,2.0,0,0,0,United Kingdom,21.0,1,1,0.0,George Michael,George Michael,1.0,1.0,1,1,George Michael,1.0,1.0,1.0,1.0,1,4/4,Gbm,Gbm,115.0,46.0,90.0,96.0,-16.0,32.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E3,0,302,0,78,34,0,0,1,0,0,0,0,0,Marriage;Bad Relationships,0,0,1,0,0,0,0,0,0,0
Everybody Wants to Rule the World,Tears for Fears,1985,1980,Electronic/Dance,1985-06-08 00:00:00+00:00,2,0,8,6,8,7.333333333333333,1.3333333333333333,Mercury,Polygram,Electronic/Dance,Rock;Pop,0.0,0,0,0,United Kingdom,23.0,1,1,0.0,Roland Orzabal;Ian Stanley;Chris Hughes,Roland Orzabal;Ian Stanley;Chris Hughes,1.0,1.0,1,0,Chris Hughes,1.0,1.0,0.0,0.0,1,12/8,D,D,112.0,80.0,64.0,54.0,-12.0,35.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D1,0,251,0,128,28,0,0,1,0,0,0,0,0,Lost Innocence;Violence;War,0,0,0,0,0,0,0,0,0,0
Heaven,Bryan Adams,1985,1980,Rock,1985-06-22 00:00:00+00:00,2,0,7,6,7,6.666666666666667,0.6666666666666666,A&M,A&M,Rock,Rock;Pop,1.0,0,0,0,Canada,25.0,1,1,0.0,Bryan Adams;Jim Vallance,Bryan Adams;Jim Vallance,1.0,1.0,1,0,Bob Clearmountain;Bryan Adams;Jim Vallance,1.0,1.0,1.0,0.0,1,4/4,Am,Am,140.0,59.0,38.0,34.0,-7.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E1,0,243,0,48,16,0,0,1,0,0,0,1,1,Love,0,0,0,0,0,0,0,0,0,0
Sussudio,Phil Collins,1985,1980,Electronic/Dance,1985-07-06 00:00:00+00:00,1,0,6,4,4,4.666666666666667,1.3333333333333333,Atlantic,Warner Bros.,Electronic/Dance,Rock;Pop,1.0,0,0,0,United Kingdom,34.0,1,1,0.0,Phil Collins,Phil Collins,1.0,1.0,1,1,Phil Collins;Hugh Padgham,1.0,1.0,1.0,0.0,1,4/4,F,F,121.0,94.0,71.0,73.0,-5.0,5.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D1,0,263,0,63,19,0,0,1,0,0,0,1,1,Love,0,0,0,0,0,0,0,0,0,0
A View to a Kill,Duran Duran,1985,1980,Rock,1985-07-13 00:00:00+00:00,2,0,4,3,6,4.333333333333333,2.0,Capitol,EMI,Rock,Rock;Pop;Stage & Screen,0.0,0,0,0,United Kingdom,33.0,1,1,0.0,Simon Le Bon;John Taylor;Roger Taylor;Andy Taylor;Nick Rhodes;John Barry,Simon Le Bon;John Taylor;Roger Taylor;Andy Taylor;Nick Rhodes;John Barry,1.0,1.0,1,0,Simon Le Bon;Roger Taylor;Andy Taylor;Nick Rhodes;Bernard Edwards;Jason Corsaro,1.0,2.0,1.0,0.0,1,4/4,Cm;E,Multiple Keys,125.0,81.0,71.0,78.0,-5.0,2.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,207,0,62,21,0,0,0,0,0,0,0,0,Murder;Death,0,0,0,0,0,1,0,0,0,0
Everytime You Go Away,Paul Young,1985,1980,Pop,1985-07-27 00:00:00+00:00,1,0,6,5,7,6.0,1.3333333333333333,Columbia,CBS,Pop,Rock;Pop,1.0,0,0,0,United Kingdom,29.0,1,1,0.0,Daryl Hall,Daryl Hall,1.0,1.0,0,0,Laurie Latham,1.0,1.0,0.0,0.0,0,4/4,F,F,164.0,64.0,61.0,71.0,-11.0,18.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,C3,0,260,0,66,27,0,0,1,0,1,0,0,1,Lost Love,0,0,0,0,0,0,0,0,0,0
Shout,Tears for Fears,1985,1980,Electronic/Dance,1985-08-03 00:00:00+00:00,3,0,7,6,7,6.666666666666667,0.6666666666666666,Mercury,Polygram,Electronic/Dance,Electronic;Rock;Pop,0.0,0,0,0,United Kingdom,23.0,1,1,0.0,Roland Orzabal;Ian Stanley,Roland Orzabal;Ian Stanley,1.0,1.0,1,1,Chris Hughes,1.0,1.0,0.0,0.0,0,4/4,Gm,Gm,97.0,93.0,54.0,43.0,-10.0,22.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,246,0,69,4,0,0,1,0,0,0,0,0,Anger;Escape,0,0,1,0,0,0,0,0,0,0
The Power of Love,Huey Lewis & the News,1985,1980,Rock,1985-08-24 00:00:00+00:00,2,0,6,7,7,6.666666666666667,0.6666666666666666,Chrysalis,Chrysalis,Rock,Rock;Stage & Screen,0.0,0,0,0,United States,35.0,1,1,0.0,John Colla;Chris Hayes;Huey Lewis,John Colla;Chris Hayes;Huey Lewis,1.0,1.0,1,1,Huey Lewis;Chris Hayes;Johnny Colla;Sean Hopper;Mario Cipollina;Bill Gibson,1.0,1.0,1.0,1.0,1,4/4,F,F,119.0,83.0,77.0,96.0,-5.0,10.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E1,0,234,0,91,21,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,1,0,0,0,0
St. Elmo's Fire (Man in Motion),John Parr,1985,1980,Rock,1985-09-07 00:00:00+00:00,2,0,4,3,3,3.333333333333333,0.6666666666666666,Atlantic,Warner Bros.,Rock,Rock;Stage & Screen,1.0,0,0,0,United Kingdom,32.0,1,1,0.0,David Foster;John Parr,David Foster;John Parr,1.0,1.0,1,0,David Foster;Humberto Gatica,1.0,2.0,0.0,0.0,1,4/4,A;Gb,Multiple Keys,111.0,60.0,61.0,47.0,-11.0,15.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E3,0,251,0,61,17,0,0,1,0,0,0,0,0,Dreaming;Empowerment,0,0,0,0,0,1,0,0,0,0
Money for Nothing,Dire Straits,1985,1980,Rock,1985-09-21 00:00:00+00:00,3,0,8,8,8,8.0,0.0,Warner Bros.,Warner Bros.,Rock,Rock,0.0,1,0,0,United Kingdom,36.0,1,1,0.0,Mark Knopfler;Sting,Mark Knopfler,1.0,1.0,1,0,Neil Dorfsman;Mark Knopfler,1.0,1.0,1.0,0.0,1,Free;4/4,Gm,Gm,134.0,68.0,68.0,83.0,-10.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C2,0,249,0,83,64,1,1,1,0,0,0,1,1,Band;Racism;Materialism,0,0,1,0,0,0,0,0,0,0
Oh Sheila,Ready for the World,1985,1980,Electronic/Dance,1985-10-12 00:00:00+00:00,1,0,4,5,5,4.666666666666667,0.6666666666666666,MCA,MCA,Electronic/Dance,Electronic;Funk/Soul;Pop,0.0,0,0,0,United States,,1,0,1.0,Melvin Riley Jr.;Gordon Strozier;Gerald Valentine,Melvin Riley Jr.;Gordon Strozier;Gerald Valentine,1.0,0.0,1,1,Melvin Riley Jr.;Gordon Strozier;Gregory Potts;Willie Triplett;John Eaton;Gerard Valentine,1.0,0.0,1.0,0.0,1,4/4,G,G,130.0,94.0,76.0,74.0,-4.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E1,0,216,0,24,24,0,0,0,0,0,0,0,0,Lust/Sex,0,0,0,0,0,0,0,0,0,0
Take on Me,a-ha,1985,1980,Electronic/Dance,1985-10-19 00:00:00+00:00,1,0,8,7,7,7.333333333333333,0.6666666666666666,Warner Bros.,Warner Bros.,Electronic/Dance,Electronic;Pop,0.0,0,0,0,Norway,26.0,1,1,0.0,Magne Furuholmen;Morten Harket;Pål Waaktaar,Magne Furuholmen;Morten Harket;Pål Waaktaar,1.0,1.0,1,1,Tony Masnfield;Alan Tarney,1.0,1.0,0.0,0.0,0,4/4,Gbm,Gbm,84.0,90.0,57.0,88.0,-8.0,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,225,0,73,33,0,0,1,0,0,0,0,0,Longing for Love,0,0,0,0,0,0,0,0,0,0
Saving All My Love for You,Whitney Houston,1985,1980,Pop,1985-10-26 00:00:00+00:00,1,0,9,8,10,9.0,1.3333333333333333,Arista,BMG,Pop,Funk/Soul;Pop,1.0,0,0,0,United States,22.0,0,0,1.0,Michael Masser;Gerry Goffin,Michael Masser;Gerry Goffin,1.0,1.0,0,0,Michael Masser,1.0,1.0,0.0,0.0,1,12/8,Gbm,Gbm,99.0,26.0,64.0,26.0,-15.0,59.0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,D1,0,218,0,42,15,0,0,1,0,1,0,0,1,Forbidden Love;Infidelity;Lust/Sex,0,0,0,0,0,0,0,0,0,0
Part-Time Lover,Stevie Wonder,1985,1980,Pop,1985-11-02 00:00:00+00:00,1,0,5,6,8,6.333333333333333,2.0,Tamla,Motown,Pop,Electronic;Funk/Soul;Pop,1.0,0,0,0,United States,35.0,1,0,1.0,Stevie Wonder,Stevie Wonder,1.0,0.0,1,1,Stevie Wonder;Gary Olazabal,1.0,2.0,1.0,0.0,1,4/4,Bbm,Bbm,174.0,82.0,69.0,95.0,-7.0,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D1,0,222,0,15,23,0,0,1,0,0,0,0,0,Forbidden Love;Infidelity;Lust/Sex,0,0,0,0,0,0,0,0,0,0
Miami Vice Theme,Jan Hammer,1985,1980,Electronic/Dance,1985-11-09 00:00:00+00:00,1,0,3,5,2,3.333333333333333,2.0,MCA,MCA,Electronic/Dance,Electronic;Pop;Stage & Screen,1.0,0,0,0,Czech Republic,35.0,1,1,0.0,Jan Hammer,Jan Hammer,1.0,1.0,1,1,Jan Hammer,1.0,1.0,1.0,1.0,1,4/4,C,C,116.0,93.0,55.0,75.0,-6.0,28.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,147,1,147,34,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0
We Built This City,Starship,1985,1980,Rock,1985-11-16 00:00:00+00:00,2,0,3,4,1,2.6666666666666665,2.0,Grunt,RCA,Rock,Rock;Pop,0.0,1,0,0,United States,40.5,2,1,0.0,Bernie Taupin;Martin Page;Dennis Lambert;Peter Wolf,Bernie Taupin;Martin Page;Dennis Lambert;Peter Wolf,1.0,1.0,1,0,Peter Wolf;Jeremy Smith;Dennis Lambert,1.0,1.0,0.0,0.0,1,4/4,F,F,144.0,81.0,66.0,73.0,-9.0,3.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,E3,0,277,0,39,13,0,0,1,0,0,0,0,0,Playing Music,0,0,0,0,0,0,0,0,0,0
Separate Lives,Phil Collins & Marilyn Martin,1985,1980,Pop,1985-11-30 00:00:00+00:00,1,0,2,5,5,4.0,2.0,Atlantic,Warner Bros.,Pop,Pop;Stage & Screen,2.0,1,0,0,United States;United Kingdom,32.5,2,1,0.0,Stephen Bishop,Stephen Bishop,1.0,1.0,0,0,Arif Mardin;Hugh Padgham;Phil Collins,1.0,1.0,1.0,0.0,0,Free;4/4,E,E,93.0,31.0,32.0,19.0,-9.0,24.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A2,0,269,0,48,0,0,0,0,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
Broken Wings,Mr. Mister,1985,1980,Rock,1985-12-07 00:00:00+00:00,2,0,4,5,7,5.333333333333333,2.0,RCA,RCA,Rock,Rock;Pop,0.0,0,0,0,United States,32.0,1,1,0.0,Richard Page;Steve George;John Lang,Richard Page;Steve George;John Lang,1.0,1.0,1,0,Paul De Villiers;Richard Page;Steve George;Pat Mastelotto;Steve Farris,1.0,1.0,1.0,0.0,1,4/4,Dbm,Dbm,99.0,54.0,54.0,49.0,-12.0,12.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,275,0,77,20,0,0,1,0,0,0,0,0,Getting Back Together;Love;Lost Love,0,0,0,0,0,0,0,0,0,0
"Say You, Say Me",Lionel Richie,1985,1980,Pop,1985-12-21 00:00:00+00:00,4,0,5,6,9,6.666666666666667,2.6666666666666665,Motown,Motown,Pop,Electronic;Funk/Soul;Stage & Screen,1.0,0,0,0,United States,36.0,1,0,1.0,Lionel Richie,Lionel Richie,1.0,0.0,1,1,Lionel Richie;James Anthony Carmichael,1.0,0.0,1.0,0.0,1,4/4,Ab,Ab,128.0,41.0,64.0,26.0,-11.0,35.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E1,0,241,0,30,16,0,0,0,0,0,0,0,0,Love,0,0,0,0,0,1,0,0,0,0
That's What Friends are For,Dionne & Friends,1986,1980,Pop,1986-01-18 00:00:00+00:00,4,0,5,7,5,5.666666666666667,1.3333333333333333,Arista,BMG,Pop,Funk/Soul,0.0,1,0,0,United States;United Kingdom,45.0,2,2,2.0,Burt Bacharach;Carole Bayer Sager,Burt Bacharach;Carole Bayer Sager,2.0,1.0,0,0,Burt Bacharach;Carole Bayer Sager,2.0,1.0,0.0,0.0,1,4/4,Eb,Eb,120.0,29.0,67.0,20.0,-15.0,29.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,C1,0,256,0,34,15,0,0,1,0,1,0,0,1,Appreciation;Friendship,0,0,0,0,0,1,0,0,0,0
How Will I Know,Whitney Houston,1986,1980,Electronic/Dance,1986-02-15 00:00:00+00:00,2,0,8,7,8,7.666666666666667,0.6666666666666666,Arista,BMG,Electronic/Dance,Electronic;Funk/Soul,1.0,0,0,0,United States,22.0,0,0,1.0,George Merrill;Shannon Rubican;Narada Michael Walden,George Merrill;Shannon Rubican;Narada Michael Walden,2.0,2.0,0,0,Narada Michael Walden,1.0,0.0,0.0,0.0,1,4/4,Gb;Eb,Multiple Keys,119.0,54.0,83.0,93.0,-13.0,20.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E3,0,275,0,69,40,0,0,1,0,0,0,0,0,Longing for Love,0,0,0,0,0,0,0,0,0,0
Kyrie,Mr. Mister,1986,1980,Rock,1986-03-01 00:00:00+00:00,2,0,4,4,4,4.0,0.0,RCA,RCA,Rock,Rock;Pop,0.0,0,0,0,United States,32.0,1,1,0.0,Richard Page;Steve George;John Lang,Richard Page;Steve George;John Lang,1.0,1.0,1,0,Paul De Villiers;Richard Page;Steve George;Pat Mastelotto;Steve Farris,1.0,1.0,1.0,0.0,1,Free;4/4,C;D&%,C,90.0,68.0,49.0,62.0,-9.0,29.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E6,0,257,0,42,45,1,1,0,0,0,0,0,0,God;Faithfulness,0,0,0,0,0,0,0,0,0,0
Sara,Starship,1986,1980,Rock,1986-03-15 00:00:00+00:00,1,0,4,5,2,3.6666666666666665,2.0,Grunt,RCA,Rock,Rock;Pop,0.0,0,0,0,United States,41.0,2,1,0.0,Peter Wolf;Ina Wolf,Peter Wolf;Ina Wolf,2.0,1.0,0,0,Peter Wolf;Jeremy Smith,1.0,1.0,0.0,0.0,1,4/4,Bb,Bb,100.0,81.0,64.0,37.0,-6.0,35.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,E3,0,292,0,50,19,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
These Dreams,Heart,1986,1980,Rock,1986-03-22 00:00:00+00:00,1,0,4,6,7,5.666666666666667,2.0,Capitol,EMI,Rock,Rock,0.0,0,0,0,United States,33.5,2,1,0.0,Bernie Taupin;Martin Page,Bernie Taupin;Martin Page,1.0,1.0,0,0,Ron Nevison,1.0,1.0,0.0,0.0,0,4/4,B,B,79.0,53.0,54.0,30.0,-10.0,51.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E1,0,228,0,32,28,0,0,1,0,0,0,0,0,Dreaming,0,0,0,0,0,0,0,0,0,0
Rock Me Amadeus,Falco,1986,1980,Electronic/Dance,1986-03-29 00:00:00+00:00,3,0,3,3,4,3.333333333333333,0.6666666666666666,A&M,A&M,Electronic/Dance,Electronic;Hip Hop,1.0,0,0,0,Austria,29.0,1,1,0.0,Falco;Rob Bolland;Ferdi Bolland,Falco;Rob Bolland;Ferdi Bolland,1.0,1.0,1,0,Rob Bolland;Ferdi Bolland,1.0,1.0,0.0,0.0,1,4/4,Am;Bm&%,Am,88.0,82.0,61.0,89.0,-9.0,30.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,202,0,70,28,0,0,0,0,0,0,0,0,Playing Music,0,0,0,1,0,0,0,0,0,0
Kiss,Prince,1986,1980,Funk/Soul,1986-04-19 00:00:00+00:00,2,0,9,9,2,6.666666666666667,4.666666666666667,Paisley Park,Warner Bros.,Funk/Soul,Funk/Soul;Pop,1.0,0,0,0,United States,27.0,1,0,1.0,Prince,Prince,1.0,0.0,1,1,Prince;Wendy Melvoin;Brown Mark;Lisa Coleman;Matt Fink;Bobby Z,2.0,2.0,1.0,0.0,1,4/4,A,A,111.0,27.0,90.0,74.0,-12.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,226,0,66,9,0,0,1,0,0,0,0,0,Lust/Sex,0,0,0,0,0,1,0,0,0,0
Addicted to Love,Robert Palmer,1986,1980,Rock,1986-05-03 00:00:00+00:00,1,0,4,5,9,6.0,3.333333333333333,Island,Island,Rock,Rock,1.0,0,0,0,United Kingdom,37.0,1,1,0.0,Robert Palmer,Robert Palmer,1.0,1.0,1,1,Bernard Edwards,1.0,0.0,0.0,0.0,0,4/4,A,A,111.0,81.0,62.0,97.0,-6.0,37.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,235,0,43,25,0,0,1,0,0,0,0,0,Lust/Sex,0,0,0,0,0,0,0,0,0,0
West End Girls,Pet Shop Boys,1986,1980,Electronic/Dance,1986-05-10 00:00:00+00:00,1,0,8,7,8,7.666666666666667,0.6666666666666666,EMI-America,EMI,Electronic/Dance,Electronic;Pop,2.0,1,0,0,United Kingdom,28.5,1,1,0.0,Neil Tennant;Chris Lowe,Neil Tennant;Chris Lowe,1.0,1.0,1,1,Stephen Hague,1.0,1.0,0.0,0.0,0,4/4,Em,Em,113.0,95.0,62.0,60.0,-7.0,4.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,240,0,119,44,0,0,1,0,0,0,0,0,Materialism;Poverty;Lust/Sex,0,0,0,0,0,0,0,0,0,0
Greatest Love of All,Whitney Houston,1986,1980,Pop,1986-05-17 00:00:00+00:00,3,0,7,7,10,8.0,2.0,Arista,BMG,Pop,Rock;Pop,1.0,0,0,0,United States,22.0,0,0,1.0,Michael Masser;Linda Creed,Michael Masser;Linda Creed,2.0,1.0,0,0,Michael Masser,1.0,1.0,0.0,0.0,1,4/4,A,A,131.0,31.0,50.0,25.0,-16.0,48.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3,0,291,0,21,17,0,0,0,0,1,0,0,1,Love;Appreciation;Respect,0,0,0,0,0,1,0,0,0,0
Live to Tell,Madonna,1986,1980,Pop,1986-06-07 00:00:00+00:00,1,0,4,5,5,4.666666666666667,0.6666666666666666,Sire,Warner Bros.,Pop,Electronic;Pop,1.0,0,0,0,United States,27.0,0,1,0.0,Madonna;Patrick Leonard,Madonna;Patrick Leonard,2.0,1.0,1,0,Madonna;Patrick Leonard,2.0,1.0,1.0,0.0,1,Free;4/4,Dm,Dm,110.0,31.0,67.0,27.0,-14.0,41.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,353,0,115,53,0,0,1,0,0,0,0,0,Survival;Secrets,0,0,0,0,0,1,0,0,0,0
On My Own,Patti LaBelle & Michael McDonald,1986,1980,Funk/Soul,1986-06-14 00:00:00+00:00,3,0,6,5,8,6.333333333333333,2.0,MCA,MCA,Funk/Soul,Funk/Soul;Pop,2.0,1,0,0,United States,38.0,2,2,2.0,Burt Bacharach;Carole Bayer Sager,Burt Bacharach;Carole Bayer Sager,2.0,1.0,0,0,Burt Bacharach;Carole Bayer Sager,2.0,1.0,0.0,0.0,1,4/4,F,F,92.0,40.0,62.0,48.0,-13.0,34.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,E1,0,290,0,21,21,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
There'll Be Sad Songs (To Make You Cry),Billy Ocean,1986,1980,Funk/Soul,1986-07-05 00:00:00+00:00,1,0,4,6,1,3.6666666666666665,3.333333333333333,Jive,Zomba,Funk/Soul,Electronic,1.0,0,0,0,United Kingdom,36.0,1,0,1.0,Wayne Brathwaite;Barry J. Eastmond;Billy Ocean,Wayne Brathwaite;Barry J. Eastmond;Billy Ocean,1.0,0.0,1,0,Wayne Brathwaite;Barry J. Eastmond,1.0,0.0,0.0,0.0,1,4/4,A;C,Multiple Keys,80.0,46.0,56.0,26.0,-8.0,75.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3,0,292,0,72,24,0,0,0,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
Holding Back the Years,Simply Red,1986,1980,Funk/Soul,1986-07-12 00:00:00+00:00,1,0,6,7,6,6.333333333333333,0.6666666666666666,Elektra,Warner Bros.,Funk/Soul,Rock;Funk/Soul;Pop,0.0,0,0,0,United Kingdom,26.0,2,1,0.0,Mick Hucknall;Neil Moss,Mick Hucknall;Neil Moss,1.0,1.0,1,0,Stewart Levine,1.0,1.0,0.0,0.0,0,4/4,Am,Am,86.0,51.0,67.0,57.0,-10.0,47.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,C1,0,266,0,103,23,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
Invisible Touch,Genesis,1986,1980,Pop,1986-07-19 00:00:00+00:00,1,0,7,6,8,7.0,1.3333333333333333,Atlantic,Warner Bros.,Pop,Rock;Pop,0.0,0,0,0,United Kingdom,35.0,1,1,0.0,Phil Collins;Mike Rutherford;Tony Banks,Phil Collins;Mike Rutherford;Tony Banks,1.0,1.0,1,1,Phil Collins;Mike Rutherford;Tony Banks;Hugh Padgham,1.0,1.0,1.0,1.0,1,4/4,F;Eb;G,Multiple Keys,131.0,88.0,66.0,84.0,-6.0,34.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,209,0,34,17,0,0,1,0,0,0,0,0,Love;Bad Relationships,0,0,0,0,0,0,0,0,0,0
